id	Chemical_role	Chemical_role_ITA	Reg_no	Product	Company	Issue_date	Authorisation_expiry_date	Revocation_date	Authorization_status	Authorization_status_en	Revocation_reason	Revocation_decision_date	Formulation_code	Formulation_description	Formulation_use	Hazard_mention	Hazard_code	Active_ingredient	CHEBI_confidence	CHEBI_term_label	CHEBI_term	Active_ingredient_content	CH 2	CHT 2	AI 2	CH 3	CHT 3	AI 3	CH 4	CHT 4	AI 4	CH 5	CHT5	AI 5	IP	PFnPO	PFnPE
PESTON:0100136	pesticide product		136	ZOLFO ZETA 505	SOCHIMISI S.P.A.	1972-06-06		1984-02-02	Revocato	revoked								SULPHUR (ZOLFO)		elemental sulfur	CHEBI:33403																
PESTON:0100137	pesticide product		137	U 46 KV COMBI FLUID	BASF A.G. (AKTIENGESELLSHAFT)	1971-07-22		2002-12-31	Revocato	revoked			SL	soluble concentrate	W			MECOPROP|2,4-D	Medium|Medium	2,4-D	CHEBI:28854	38	mecoprop	CHEBI:75711	11.5												
PESTON:0100138	pesticide product		138	U 46 KV-FLUID	BASF A.G. (AKTIENGESELLSHAFT)	1971-06-15		2002-09-20	Revocato	revoked			EC	emulsifiable concentrate	W			MECOPROP	Good	mecoprop	CHEBI:75711	51															
PESTON:0100139	pesticide product		139	U 46 KV-ESTER	BASF A.G. (AKTIENGESELLSHAFT)	1971-06-15		2002-09-20	Revocato	revoked			EC	emulsifiable concentrate	W			MECOPROP	Good	mecoprop	CHEBI:75711	52															
PESTON:0100140	pesticide product		140	TOPICIDA ASTERIAS ESCA	CORTEVA AGRISCIENCE ITALIA S.R.L.	1971-05-08		1986-02-26	Revocato	revoked								WARFARIN	Good	warfarin	CHEBI:10033																
PESTON:0100141	pesticide product		141	TIOCOMPLEX	PASQUALE MORMINO & FIGLIO S.R.L.	1971-09-17		2001-07-12	Revocato	revoked			DP	dispersible powder	D			COPPER OXYCHLORIDE|ZINEB|SULPHUR (ZOLFO)	Medium|Good|Medium	elemental sulfur	CHEBI:33403	2	zineb	CHEBI:52498	3	elemental sulfur	CHEBI:33403	59									
PESTON:0100142	fungicide product	FUNGICIDA	142	VENTILENE ACUPRIZZATA 6%	PASQUALE MORMINO & FIGLIO S.R.L.	1971-09-19	2021-12-31	2021-02-01	Revocato	revoked			DP	dispersible powder	D	dangerous for environment|harmful	N|Xn	MANCOZEB|SULPHUR (ZOLFO)	Good|Medium	mancozeb	CHEBI:52492		elemental sulfur	CHEBI:33403													
PESTON:0100143	pesticide product		143	VENTILENE ACUPRIZZATA 8%	PASQUALE MORMINO & FIGLIO S.R.L.	1971-09-18		1979-04-02	Revocato	revoked								COPPER OXYCHLORIDE|ZINEB	Medium|Medium	copper atom	CHEBI:28694		zineb	CHEBI:52498													
PESTON:0100144	pesticide product		144	ZES BLU	PASQUALE MORMINO & FIGLIO S.R.L.	1971-09-17		1979-04-02	Revocato	revoked								ZINEB|SULPHUR (ZOLFO)	Good|Good	zineb	CHEBI:52498		elemental sulfur	CHEBI:33403													
PESTON:0100145	pesticide product		145	ZOLFO R 505	SOCHIMISI S.P.A.	1971-07-22		1985-01-31	Revocato	revoked								SULPHUR (ZOLFO)		elemental sulfur	CHEBI:33403																
PESTON:0100146	pesticide product		146	ACARMID	BASF AGRO S.P.A.	1971-06-17		2001-03-23	Revocato	revoked			EC	emulsifiable concentrate	W			DICOFOL	Good	dicofol	CHEBI:34692	19															
PESTON:0100147	pesticide product		147	ACARMID T	BASF AGRO S.P.A.	1971-07-28		1978-07-12	Revocato	revoked								DICOFOL|TETRADIFON	Medium|Medium	dicofol	CHEBI:34692		tetradifon	CHEBI:39330													
PESTON:0100148	insecticide product	INSETTICIDA	148	ACCOTHION 50 E	SUMITOMO CHEMICAL AGRO EUROPE S.A.S.	1973-04-16		2007-11-25	Revocato	revoked			EC	emulsifiable concentrate	W	dangerous for environment|harmful	N|Xn	FENITROTHION	Good	fenitrothion	CHEBI:34757	47															
PESTON:0100149	pesticide product		149	AGRODIT E	AGRONOVA S.R.L.	1972-01-15		1978-10-11	Revocato	revoked								DDT	Good	DDT	CHEBI:16130																
PESTON:0100150	pesticide product		150	ESACYAN 20 C	BASF AGRO S.P.A.	1971-06-19		1978-07-12	Revocato	revoked								ESACLOROCICLOESANO (BHC)		hexachlorocyclohexane	CHEBI:24536																
PESTON:0100151	pesticide product		151	EZINE BLU	PASQUALE MORMINO & FIGLIO S.R.L.	1971-09-17		1992-01-07	Revocato	revoked			DP	dispersible powder	D			ZINEB	Good	zineb	CHEBI:52498																
PESTON:0100152	fungicide product	FUNGICIDA	152	AGROPTAN	IQV INDUSTRIAS QUIMICAS DEL VALLES S.A.	1971-12-02		2007-10-01	Revocato	revoked			WP	wettable powder	W	toxic	T	CAPTAN	Good	captan	CHEBI:34608	45															
PESTON:0100153	pesticide product		153	AGROTEPP	AGRONOVA S.R.L.	1972-06-26		1991-10-25	Revocato	revoked			EC	emulsifiable concentrate	W			TETRAETHYL PYROPHOSPHATE (TEPP)	Medium	2-Tetrazene, 1,1,4,4-tetraethyl-	CHEBI:151046																
PESTON:0100154	pesticide product		154	AMINER	CHEMINOVA AGRO ITALIA S.R.L.	1971-12-02		2004-07-30	Revocato	revoked			EC	emulsifiable concentrate	W			DICHLORVOS	Good	dichlorvos	CHEBI:34690	45															
PESTON:0100155	insecticide product	INSETTICIDA	155	ATOXAN GRANULARE	SIAPA S.R.L.	1971-07-23		2007-11-21	Revocato	revoked			GR	granule (generic, but defined size range)	D	harmful	Xn	CARBARIL	Good	carbaryl	CHEBI:3390	5															
PESTON:0100156	pesticide product		156	BAGNANTE ADESIVO CYANAMID	BASF AGRO S.P.A.	1971-07-21		2002-09-20	Revocato	revoked			AL	any other liquid	M				Did not map	N/A																	
PESTON:0100157	pesticide product		157	BRUMOLIN	DU PONT DE NEMOURS ITALIANA S.R.L.	1971-09-18		1990-04-07	Revocato	revoked			EC	emulsifiable concentrate	W			MALATHION|PARATHION	Medium|Medium	malathion	CHEBI:6651		parathion	CHEBI:27928													
PESTON:0100158	pesticide product		158	CYANADIT 75 PB	BASF AGRO S.P.A.	1972-04-18		1978-10-11	Revocato	revoked								DDT	Good	DDT	CHEBI:16130																
PESTON:0100159	pesticide product		159	CYANAFOS	BASF AGRO S.P.A.	1971-07-20		1990-11-27	Revocato	revoked								MALATHION|PARATHION	Medium|Medium	malathion	CHEBI:6651		parathion	CHEBI:27928													
PESTON:0100161	pesticide product		161	CYANALIN 1 PS	BASF AGRO S.P.A.	1971-07-23		1978-05-15	Revocato	revoked								LINDANE (LINDANO)		_-hexachlorocyclohexane	CHEBI:32888																
PESTON:0100162	pesticide product		162	CYANALIN 15 PB	BASF AGRO S.P.A.	1971-07-22		1978-05-30	Revocato	revoked								LINDANE (LINDANO)		_-hexachlorocyclohexane	CHEBI:32888																
PESTON:0100163	pesticide product		163	CLEOSAR	S.A.R.I.A.F. S.P.A.	1971-06-15		1996-12-02	Revocato	revoked			DP	dispersible powder	D			CARBARIL	Good	carbaryl	CHEBI:3390	50															
PESTON:0100164	pesticide product		164	COTNION	CHEMINOVA AGRO ITALIA S.R.L.	1971-12-02		2004-07-30	Revocato	revoked			WP	wettable powder	W			AZINFOS METILE	Good	azinphos-methyl	CHEBI:2953	25															
PESTON:0100165	pesticide product		165	ZOLFO ZETAERRE 506 SCORREVOLE ADESIVO	SOCHIMISI S.P.A.	1971-07-22		1984-02-02	Revocato	revoked								SULPHUR (ZOLFO)		elemental sulfur	CHEBI:33403																
PESTON:0100166	insecticide product	INSETTICIDA	166	SARTION	SUMITOMO CHEMICAL ITALIA S.R.L.	1971-06-15		2007-01-01	Revocato	revoked			DP	dispersible powder	D	very toxic	T+	AZINFOS METILE	Good	azinphos-methyl	CHEBI:2953	25															
PESTON:0100167	pesticide product		167	ZOLFO RAMATO R/103	SOCHIMISI S.P.A.	1973-01-25		1996-07-29	Revocato	revoked			DP	dispersible powder	D			COPPER OXYCHLORIDE|SULPHUR (ZOLFO)	Medium|Medium	copper(0)	CHEBI:30052		elemental sulfur	CHEBI:33403													
PESTON:0100169	pesticide product		169	ZOLFO BAGNABILE 90%	SOCHIMISI S.P.A.	1971-07-24		1984-02-02	Revocato	revoked								SULPHUR (ZOLFO)		elemental sulfur	CHEBI:33403																
PESTON:0100170	pesticide product		170	DITHANE A 40	ROHM AND HAAS ITALIA S.R.L.	1972-05-10		1991-10-25	Revocato	revoked			DP	dispersible powder	D			NABAM	Good	nabam	CHEBI:81934																
PESTON:0100171	pesticide product		171	DIELDRIN AGRO	AGRONOVA S.R.L.	1971-12-02		1975-08-29	Revocato	revoked								DIELDRIN	Good	dieldrin	CHEBI:34696																
PESTON:0100172	pesticide product		172	CROTHION	DU PONT DE NEMOURS ITALIANA S.R.L.	1971-09-07		1990-04-07	Revocato	revoked								MONOCROTOPHOS	Good	monocrotophos	CHEBI:38728																
PESTON:0100173	pesticide product		173	CRITTOX P 10 M	CAFFARO S.P.A.	1971-06-17		2001-07-12	Revocato	revoked			DP	dispersible powder	D			MANEB|ZINEB	Medium|Medium	maneb	CHEBI:52497	3	zineb	CHEBI:52498	8												
PESTON:0100174	pesticide product		174	GEMAFOS 50	SCAM S.P.A.	1971-11-20		2002-01-09	Revocato	revoked	REVOCA PER ATTUAZIONE DECISIONE UE NON ISCRIZIONE PARATION	2002-01-09	EC	emulsifiable concentrate	W			PARATHION	Good	parathion	CHEBI:27928	20															
PESTON:0100175	pesticide product		175	FITOSAN 10	SCAM S.P.A.	1971-11-20		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	DP	dispersible powder	D			MALATHION	High	malathion	CHEBI:6651	10															
PESTON:0100177	herbicide product	DISERBANTE	177	ACANOS 450	NUFARM S.A.S.	1971-12-01	2015-12-31	2016-01-15	Revocato	revoked			EW	emulsion, oil in water	W	dangerous for environment|harmful	N|Xn	2,4-D	Good	2,4-D	CHEBI:28854	40.1															
PESTON:0100178	pesticide product		178	TRISCAM	SCAM S.P.A.	1971-12-01		1999-06-04	Revocato	revoked			AL	any other liquid	M			DNOC		4,6-dinitro-o-cresol	CHEBI:39349																
PESTON:0100179	pesticide product		179	CUPERSCAM	SCAM S.P.A.	1971-11-20		2001-07-12	Revocato	revoked			WP	wettable powder	W			COPPER OXYCHLORIDE|ZINEB	Medium|Medium	copper atom	CHEBI:28694	30	zineb	CHEBI:52498	14												
PESTON:0100180	pesticide product		180	CUPROSSIL 8	SCAM S.P.A.	1971-11-20		2001-07-12	Revocato	revoked			DP	dispersible powder	D			COPPER OXYCHLORIDE|ZINEB|SULPHUR (ZOLFO)	Medium|Good|Medium	elemental sulfur	CHEBI:33403	4	zineb	CHEBI:52498	2	elemental sulfur	CHEBI:33403	18									
PESTON:0100183	pesticide product		183	VAPOSIL 25	SCAM S.P.A.	1971-11-20		1991-05-04	Revocato	revoked								DICHLORVOS	Good	dichlorvos	CHEBI:34690																
PESTON:0100184	pesticide product		184	CUPROSCAM BLEU	SCAM S.P.A.	1971-11-20		2001-07-12	Revocato	revoked			WP	wettable powder	W			COPPER OXYCHLORIDE|ZINEB	Medium|Medium	copper atom	CHEBI:28694	30	zineb	CHEBI:52498	14												
PESTON:0100185	pesticide product		185	EMULTHION	SCAM S.P.A.	1974-11-20		1995-08-09	Revocato	revoked			AL	any other liquid	M			AZINFOS ETILE	Good	azinphos-ethyl	CHEBI:38587																
PESTON:0100186	pesticide product		186	ZIRZIB	SCAM S.P.A.	1971-11-20		1978-12-23	Revocato	revoked								ZINEB|ZIRAM	Medium|Medium	zineb	CHEBI:52498		ziram	CHEBI:79736													
PESTON:0100187	pesticide product		187	FLORITHION	SIPCAM S.P.A.	1971-08-09		1991-10-25	Revocato	revoked			EC	emulsifiable concentrate	W			DIALIFOS		dialifor	CHEBI:82158																
PESTON:0100188	pesticide product		188	M-45 DUST 10%	ROHM AND HAAS ITALIA S.R.L.	1971-09-16		1996-06-10	Revocato	revoked			DP	dispersible powder	D			MANCOZEB	Good	mancozeb	CHEBI:52492																
PESTON:0100189	fungicide product	FUNGICIDA	189	MICOZEB 75 WDG	INDOFIL INDUSTRIES (NETHERLANDS) B.V.	1971-11-22	2021-01-31	2021-02-01	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	MANCOZEB	Good	mancozeb	CHEBI:52492	75															
PESTON:0100190	pesticide product		190	KARATHANE POLVERE	INTERNAZIONALE B.P.D. S.R.L.	1971-12-02		1996-02-01	Revocato	revoked								DINOCAP	Good	dinocap	CHEBI:83379																
PESTON:0100191	pesticide product		191	KARATHANE	AVENTIS CROPSCIENCE ITALIA S.P.A.	1971-12-04		1996-02-01	Revocato	revoked								DINOCAP	Good	dinocap	CHEBI:83379																
PESTON:0100192	pesticide product		192	MANEB 80	CORTEVA AGRISCIENCE ITALIA S.R.L.	1971-11-22		2005-07-25	Revocato	revoked			WP	wettable powder	W			MANEB	Good	maneb	CHEBI:52497	80															
PESTON:0100193	pesticide product		193	OLIOTHION	BASF AGRO S.P.A.	1971-06-17		2002-01-09	Revocato	revoked			EC	emulsifiable concentrate	W			PARAFFIN OIL/(CAS 8012-95-1)|PARATHION	Medium|Medium	parathion-methyl	CHEBI:38746	85	parathion	CHEBI:27928	4												
PESTON:0100194	pesticide product		194	OBEN	CHEMINOVA AGRO ITALIA S.R.L.	1972-06-26		2004-07-30	Revocato	revoked			WP	wettable powder	W			SULPHUR (ZOLFO)		elemental sulfur	CHEBI:33403	80															
PESTON:0100195	pesticide product		195	REDREX 35 PB	INTERNAZIONALE B.P.D. S.R.L.	1973-04-26		1996-02-01	Revocato	revoked								DICOFOL	Good	dicofol	CHEBI:34692																
PESTON:0100196	pesticide product		196	OSSICLORURO 50	ISAGRO COPPER S.R.L.	1971-07-22		2004-07-30	Revocato	revoked			WP	wettable powder	W			COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	50															
PESTON:0100198	pesticide product		198	POLYRAM COMBI BLU	BASF A.G. (AKTIENGESELLSHAFT)	1972-02-17		2002-09-20	Revocato	revoked			WP	wettable powder	W			METIRAM	Good	metiram	CHEBI:81539	71															
PESTON:0100199	pesticide product		199	POLYSAR 25 PB	GOWAN ITALIA S.R.L.	1971-07-22		2003-09-11	Revocato	revoked			WP	wettable powder	W			PARATHION-METHYL	Good	parathion-methyl	CHEBI:38746	20															
PESTON:0100200	pesticide product		200	MANTEB	SCAM S.P.A.	1971-11-20		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	WP	wettable powder	W			MANEB	Good	maneb	CHEBI:52497	80															
PESTON:0100201	pesticide product		201	ZIRCAM PASTA	SCAM S.P.A.	1971-12-01		2004-07-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			ZIRAM	Good	ziram	CHEBI:79736	48															
PESTON:0100202	pesticide product		202	ORTHOSCAM  50	SCAM S.P.A.	1971-11-20		2000-09-12	Revocato	revoked			WP	wettable powder	W			CAPTAN	Good	captan	CHEBI:34608	48															
PESTON:0100203	pesticide product		203	EZITAN	SYNGENTA ITALIA S.P.A.	1971-07-31		2003-07-26	Revocato	revoked			WP	wettable powder	W			SECBUMETON	Good	secbumeton	CHEBI:82228	45															
PESTON:0100204	pesticide product		204	MEVINSAR	S.A.R.I.A.F. S.P.A.	1971-07-20		1983-08-02	Revocato	revoked								MEVINPHOS	Good	mevinphos	CHEBI:38725																
PESTON:0100205	fungicide product	FUNGICIDA	205	ZIRCAM 90	SCAM S.P.A.	1971-11-20		2007-06-06	Revocato	revoked			WP	wettable powder	W	very toxic	T+	ZIRAM	Good	ziram	CHEBI:79736	86															
PESTON:0100206	insecticide product	INSETTICIDA	206	ALBENE	SCAM S.P.A.	1971-11-20	2021-12-31		Ri-registrato	re-registered			EC	emulsifiable concentrate	W			PARAFFIN OIL/(CAS 8042-47-5)	Medium	castor oil	CHEBI:140618	78.1															SI
PESTON:0100207	pesticide product		207	GOLPEX	SCAM S.P.A.	1971-11-20		1978-09-28	Revocato	revoked								HEXACHLOROBENZENE	High	hexachlorobenzene	CHEBI:5692																
PESTON:0100208	pesticide product		208	PASTA SARIAF	GOWAN ITALIA S.R.L.	1971-07-22		2004-07-30	Revocato	revoked			SC	suspension concentrate (= flowable concentrate)	W			COPPER OXYCHLORIDE	Medium	copper(0)	CHEBI:30052	32															
PESTON:0100209	pesticide product		209	NAFTENE 5	CHEMINOVA AGRO ITALIA S.R.L.	1971-12-02		2004-07-30	Revocato	revoked			DP	dispersible powder	D			CARBARIL	Good	carbaryl	CHEBI:3390	5															
PESTON:0100210	pesticide product		210	MANEB AGRO	CHEMINOVA AGRO ITALIA S.R.L.	1972-02-17		2004-07-30	Revocato	revoked			DP	dispersible powder	D			MANEB	Good	maneb	CHEBI:52497	72															
PESTON:0100211	pesticide product		211	MALAFID PG	ISAGRO S.P.A.	1972-08-21		1993-08-07	Revocato	revoked			AL	any other liquid	M			MALATHION	High	malathion	CHEBI:6651																
PESTON:0100213	insecticide product	INSETTICIDA	213	PIPERIL	SCAM S.P.A.	1971-12-01		2009-09-01	Revocato	revoked			EC	emulsifiable concentrate	W	harmful	Xn	PIPERONYL BUTOXIDE|PYRETHRINS	Medium|Medium	pyrethrins	CHEBI:39098	16	piperonyl butoxide	CHEBI:32687	4												
PESTON:0100214	pesticide product		214	SALVAGRANO POLVERE	SCAM S.P.A.	1971-11-20		1991-10-25	Revocato	revoked			DP	dispersible powder	D			LINDANE (LINDANO)		_-hexachlorocyclohexane	CHEBI:32888																
PESTON:0100215	pesticide product		215	DIMEXOL	SCAM S.P.A.	1971-12-01		1978-03-08	Revocato	revoked								LINDANE (LINDANO)|PARATHION-METHYL	Medium|Medium	parathion	CHEBI:27928		parathion-methyl	CHEBI:38746													
PESTON:0100216	pesticide product		216	FOSCLOR	AGRONOVA S.R.L.	1972-03-17		1979-03-16	Revocato	revoked								LINDANE (LINDANO)|PARATHION	Medium|Medium	parathion-methyl	CHEBI:38746		parathion	CHEBI:27928													
PESTON:0100218	pesticide product		218	PARALBENE	SCAM S.P.A.	1971-11-20		2002-01-09	Revocato	revoked	REVOCA PER ATTUAZIONE DECISIONE UE NON ISCRIZIONE PARATION	2002-01-09	EC	emulsifiable concentrate	W			PARAFFIN OIL/(CAS 8012-95-1)|PARATHION	Medium|Medium	parathion-methyl	CHEBI:38746	80	parathion	CHEBI:27928	3												
PESTON:0100219	insecticide product	INSETTICIDA	219	ENDAMON	DU PONT DE NEMOURS ITALIANA S.R.L.	1971-12-01	2007-06-30	2007-06-30	Revocato	revoked			WP	wettable powder	W	toxic	T	ENDOSULFAN	Good	endosulfan	CHEBI:4791	35															
PESTON:0100220	pesticide product		220	SEED PROTECTANT	CAFFARO S.P.A.	1971-12-02		1988-07-09	Revocato	revoked								CAPTAN|METHOXYCHLOR	Medium|Medium	captan	CHEBI:34608		methoxychlor	CHEBI:6842													
PESTON:0100221	pesticide product		221	SIAPRIT BIANCO	CAFFARO S.P.A.	1971-11-22		1991-10-25	Revocato	revoked			DP	dispersible powder	D			ZINEB|SULPHUR (ZOLFO)|ETEM	Good|Good!Did not map	zineb	CHEBI:52498		elemental sulfur	CHEBI:33403		N/A											
PESTON:0100222	pesticide product		222	DINOCOL PB	BAYER CROPSCIENCE S.R.L.	1971-05-08		2002-10-31	Revocato	revoked			WP	wettable powder	W			DINOCAP	Good	dinocap	CHEBI:83379	18															
PESTON:0100223	pesticide product		223	KARATHANE POLVERE 1%	CORTEVA AGRISCIENCE ITALIA S.R.L.	1974-01-14		1986-02-26	Revocato	revoked								DINOCAP	Good	dinocap	CHEBI:83379																
PESTON:0100225	pesticide product		225	DIPTEREX GRANULARE	BAYER CROPSCIENCE S.R.L.	1971-05-07		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	GR	granule (generic, but defined size range)	D			TRICHLORFON	Good	trichlorfon	CHEBI:6908	5															
PESTON:0100226	pesticide product		226	DIPTEREX MR	BAYER CROPSCIENCE S.R.L.	1971-12-04		1980-09-13	Revocato	revoked								DICHLORVOS|OXYDEMETON-METHYL	Medium|Medium	dichlorvos	CHEBI:34690		oxydemeton-methyl	CHEBI:38735													
PESTON:0100227	herbicide product	DISERBANTE	227	AGHERUD DICAMBA	DU PONT DE NEMOURS ITALIANA S.R.L.	1971-09-06		2012-01-01	Revocato	revoked			AL	any other liquid	M	harmful|dangerous for environment	Xn|N	MCPA|DICAMBA	Medium|Medium	MCPA-thioethyl	CHEBI:81929	35.8	dicamba	CHEBI:81856	3.1												
PESTON:0100228	pesticide product		228	FENISUPER	SIPCAM S.P.A.	1971-06-17		2004-07-30	Revocato	revoked	REVOCA LISTA C RICLASSIFICAZIONE	2003-12-31	AL	any other liquid	M			DICAMBA	High	dicamba	CHEBI:81856	41															
PESTON:0100229	fungicide product	FUNGICIDA	229	SILFUR GD 50	TAMINCO ITALIA S.R.L.	1971-11-22		2012-06-05	Revocato	revoked			WG	water dispersible granules	W	dangerous for environment|harmful	N|Xn	THIRAM	Good	thiram	CHEBI:9495	49															
PESTON:0100230	fungicide product	FUNGICIDA	230	TIOSOL 80	SIPCAM S.P.A.	1971-08-03		2010-01-01	Revocato	revoked			WP	wettable powder	W	irritant	Xi	SULPHUR (ZOLFO)		elemental sulfur	CHEBI:33403	80															
PESTON:0100231	pesticide product		231	TIOZINEB	CHEMINOVA AGRO ITALIA S.R.L.	1972-05-09		2001-07-12	Revocato	revoked			DP	dispersible powder	D			ZINEB|SULPHUR (ZOLFO)	Good|Good	zineb	CHEBI:52498	45	elemental sulfur	CHEBI:33403	20												
PESTON:0100232	pesticide product		232	TIOPHOS M	BASF AGRO S.P.A.	1971-12-04		2002-09-20	Revocato	revoked			EC	emulsifiable concentrate	W			PARATHION-METHYL	Good	parathion-methyl	CHEBI:38746	20															
PESTON:0100233	pesticide product		233	RACNICID	SCAM S.P.A.	1971-11-20		1991-05-04	Revocato	revoked								TETRAETHYL PYROPHOSPHATE (TEPP)	Medium	2-Tetrazene, 1,1,4,4-tetraethyl-	CHEBI:151046																
PESTON:0100234	insecticide product	INSETTICIDA	234	ROGATOX	SCAM S.P.A.	1971-11-20		2007-10-01	Revocato	revoked			EC	emulsifiable concentrate	W	harmful	Xn	DIMETHOATE	Good	dimethoate	CHEBI:34714	38															
PESTON:0100235	fungicide product	FUNGICIDA	235	SYLLIT	ARYSTA LIFESCIENCE BENELUX SPRL	1972-01-15	2021-05-31	2013-06-01	Revocato	revoked			SG	water soluble granules	W	harmful	Xn	DODINE		1-dodecylguanidine acetate	CHEBI:74889	40															
PESTON:0100236	pesticide product		236	DITHANE M-22 CONC. 70	AVENTIS CROPSCIENCE ITALIA S.P.A.	1971-09-06		1979-01-25	Revocato	revoked	REVOCA PUBBLICATA SU G.U. N. 44 DEL 14.2.1979							MANEB	Good	maneb	CHEBI:52497																
PESTON:0100237	pesticide product		237	CUPROSPOR Z 80 BLEU	SIVAM S.P.A.	1973-03-12		2001-07-12	Revocato	revoked			WP	wettable powder	W			COPPER OXYCHLORIDE|ZINEB	Medium|Medium	copper atom	CHEBI:28694	30	zineb	CHEBI:52498	13												
PESTON:0100239	pesticide product		239	TRITON B-1956	ROHM AND HAAS ITALIA S.R.L.	1972-04-15		2003-09-16	Revocato	revoked			EC	emulsifiable concentrate	W				Did not map	N/A																	
PESTON:0100241	pesticide product		241	SAITOFOS	CAFFARO S.P.A.	1971-11-22		2001-01-22	Revocato	revoked			EC	emulsifiable concentrate	W			METHOXYCHLOR|MALATHION|PARATHION	Medium|Medium|Did not map	parathion	CHEBI:27928	27	methoxychlor	CHEBI:6842	20	N/A		10									
PESTON:0100246	pesticide product		246	TRIAMON	DU PONT DE NEMOURS ITALIANA S.R.L.	1971-09-06		1990-04-07	Revocato	revoked								SIMAZINE	Good	simazine	CHEBI:27496																
PESTON:0100249	pesticide product		249	DITHANE Z-78 POLVERE 8%	NUOVE AZIENDE AGRARIE S.P.A.	1972-05-10		1979-05-14	Revocato	revoked								ZINEB	Good	zineb	CHEBI:52498																
PESTON:0100250	pesticide product		250	DUE ZETA D	CAFFARO S.P.A.	1971-09-06		1978-12-22	Revocato	revoked								METHOXYCHLOR|ZINEB|SULPHUR (ZOLFO)	Medium|Medium|Good	zineb	CHEBI:52498		methoxychlor	CHEBI:6842		elemental sulfur	CHEBI:33403										
